CODE,YEAR,GVA,ENERGY,ITL1
E07000039,2019,3387,116.3939079,TLF
E07000129,2019,4096,95.02989346,TLF
E07000130,2019,4016,139.9394296,TLF
E07000131,2019,2408,97.19778048,TLF
E07000132,2019,2629,97.22530566,TLF
E07000133,2019,1418,54.92995269,TLF
E07000134,2019,4022,207.067871,TLF
E07000135,2019,881,23.20581495,TLF
E07000136,2019,1666,53.01249879,TLF
E07000137,2019,2748,122.3188283,TLF
E07000138,2019,3112,65.04122508,TLF
E07000139,2019,2963,97.08635006,TLF
E07000140,2019,2363,93.77258215,TLF
E07000141,2019,3223,144.9348811,TLF
E07000142,2019,1773,91.12876146,TLF
E07000170,2019,3108,107.31505,TLF
E07000171,2019,2558,143.072311,TLF
E07000172,2019,2164,107.0310241,TLF
E07000173,2019,1676,64.02360633,TLF
E07000174,2019,1870,54.20294164,TLF
E07000175,2019,2712,190.8955255,TLF
E07000176,2019,3424,112.7265526,TLF
E06000019,2019,4486,195.6649875,TLG
E06000020,2019,5179,158.8777559,TLG
E06000021,2019,6341,223.4432565,TLG
E06000051,2019,7095,283.7342189,TLG
E07000192,2019,2411,55.26617503,TLG
E07000193,2019,4105,138.502354,TLG
E07000194,2019,2703,91.97094753,TLG
E07000195,2019,2561,128.7583972,TLG
E07000196,2019,2101,149.2844269,TLG
E07000197,2019,3692,154.1691434,TLG
E07000198,2019,1696,164.923734,TLG
E07000199,2019,1847,40.30096438,TLG
E07000218,2019,3214,176.7187985,TLG
E07000219,2019,2426,63.61808121,TLG
E07000220,2019,3061,289.4027554,TLG
E07000221,2019,5318,138.0789511,TLG
E07000222,2019,7031,126.2716324,TLG
E07000234,2019,3196,89.00037388,TLG
E07000235,2019,1933,69.78613271,TLG
E07000236,2019,2315,53.13154522,TLG
E07000237,2019,3347,52.11076276,TLG
E07000238,2019,3373,172.0852125,TLG
E07000239,2019,1662,55.89310436,TLG
E08000025,2019,31589,711.861168,TLG
E08000026,2019,11189,208.2728052,TLG
E08000027,2019,5885,165.5258621,TLG
E08000028,2019,7051,250.3052072,TLG
E08000029,2019,10354,197.1813116,TLG
E08000030,2019,5187,170.9672436,TLG
E08000031,2019,5953,144.9927245,TLG
E06000031,2019,7059,160.0495574,TLH
E06000032,2019,5728,103.7053377,TLH
E06000033,2019,3472,63.70419628,TLH
E06000034,2019,4918,214.354578,TLH
E06000055,2019,4721,166.7083959,TLH
E06000056,2019,6646,244.7403013,TLH
E07000008,2019,7446,121.4701046,TLH
E07000009,2019,2220,84.85030113,TLH
E07000010,2019,1980,121.6935486,TLH
E07000011,2019,5227,207.8215607,TLH
E07000012,2019,5955,190.3920134,TLH
E07000066,2019,6692,116.2896734,TLH
E07000067,2019,3928,99.89755571,TLH
E07000068,2019,3626,66.33198199,TLH
E07000069,2019,1148,25.99926919,TLH
E07000070,2019,5737,122.6812453,TLH
E07000071,2019,5296,104.8850212,TLH
E07000072,2019,4428,158.4304482,TLH
E07000073,2019,2439,63.87574219,TLH
E07000074,2019,1245,49.07848605,TLH
E07000075,2019,1436,31.99294026,TLH
E07000076,2019,2183,84.84990866,TLH
E07000077,2019,2440,131.9021307,TLH
E07000095,2019,2522,49.35083918,TLH
E07000096,2019,5050,93.36360531,TLH
E07000098,2019,4619,101.4704136,TLH
E07000099,2019,4005,95.27884339,TLH
E07000102,2019,5321,90.77040554,TLH
E07000103,2019,5589,55.40985779,TLH
E07000143,2019,2783,123.1528158,TLH
E07000144,2019,4459,108.3310578,TLH
E07000145,2019,2017,44.64495285,TLH
E07000146,2019,3459,158.8129358,TLH
E07000147,2019,1720,76.19476988,TLH
E07000148,2019,4631,81.09273746,TLH
E07000149,2019,3195,113.1583447,TLH
E07000200,2019,1913,85.82204012,TLH
E07000202,2019,4777,58.36152692,TLH
E07000203,2019,2510,120.9264329,TLH
E07000240,2019,4860,123.7553442,TLH
E07000241,2019,5813,102.2562778,TLH
E07000242,2019,4402,94.05254557,TLH
E07000243,2019,2921,75.17289206,TLH
E07000244,2019,5679,176.981233,TLH
E07000245,2019,6317,273.2288631,TLH
E09000001,2019,89121,265.4593864,TLI
E09000007,2019,38719,305.848712,TLI
E09000012,2019,9902,113.9015109,TLI
E09000013,2019,12602,143.1130187,TLI
E09000014,2019,4411,103.8548512,TLI
E09000019,2019,21833,156.6505792,TLI
E09000020,2019,10986,187.4182562,TLI
E09000022,2019,14294,165.8764806,TLI
E09000023,2019,4135,90.50357939,TLI
E09000025,2019,7231,251.0947557,TLI
E09000028,2019,23308,230.7248311,TLI
E09000030,2019,41904,338.7711682,TLI
E09000032,2019,8313,134.5305895,TLI
E09000033,2019,81964,578.8293372,TLI
E09000002,2019,3772,84.14485893,TLI
E09000003,2019,9519,161.0532261,TLI
E09000004,2019,6754,127.7832086,TLI
E09000005,2019,9714,161.3866477,TLI
E09000006,2019,8398,105.8960475,TLI
E09000008,2019,10857,139.3832992,TLI
E09000009,2019,10012,196.0793769,TLI
E09000010,2019,8469,171.5522553,TLI
E09000011,2019,6349,140.6145857,TLI
E09000015,2019,5677,58.82141644,TLI
E09000016,2019,6358,129.5308598,TLI
E09000017,2019,14859,268.8720106,TLI
E09000018,2019,16898,161.4970494,TLI
E09000021,2019,5622,76.96143582,TLI
E09000024,2019,6157,89.15991586,TLI
E09000026,2019,5321,88.05160432,TLI
E09000027,2019,8330,71.62682545,TLI
E09000029,2019,4646,75.84089352,TLI
E09000031,2019,4756,94.84783259,TLI
E06000035,2019,6528,126.2628585,TLJ
E06000036,2019,5721,70.60754693,TLJ
E06000037,2019,7784,201.4585456,TLJ
E06000038,2019,8863,91.01489406,TLJ
E06000039,2019,8889,165.6788632,TLJ
E06000040,2019,8228,112.6154769,TLJ
E06000041,2019,8592,94.98016359,TLJ
E06000042,2019,15680,237.9721468,TLJ
E06000043,2019,9905,113.7217947,TLJ
E06000044,2019,6979,128.0255155,TLJ
E06000045,2019,10016,133.3552839,TLJ
E06000046,2019,2933,79.14345726,TLJ
E06000060,2019,17778,364.7611635,TLJ
E07000061,2019,2199,41.00064104,TLJ
E07000062,2019,1734,32.20196046,TLJ
E07000063,2019,2156,46.65580094,TLJ
E07000064,2019,1470,71.63644107,TLJ
E07000065,2019,2873,78.0449262,TLJ
E07000084,2019,7599,159.8212459,TLJ
E07000085,2019,3020,73.40011807,TLJ
E07000086,2019,4821,80.29780258,TLJ
E07000087,2019,3332,65.2977339,TLJ
E07000088,2019,1199,29.71028219,TLJ
E07000089,2019,3636,64.79447661,TLJ
E07000090,2019,2773,51.43382428,TLJ
E07000091,2019,5126,1154.838888,TLJ
E07000092,2019,6852,59.04431814,TLJ
E07000093,2019,3874,120.8664246,TLJ
E07000094,2019,6019,122.8656922,TLJ
E07000105,2019,3630,97.69597739,TLJ
E07000106,2019,3734,88.88359278,TLJ
E07000107,2019,4304,102.6537608,TLJ
E07000108,2019,2777,78.3287595,TLJ
E07000109,2019,1968,85.08820686,TLJ
E07000110,2019,4968,126.0802432,TLJ
E07000111,2019,4374,117.7671696,TLJ
E07000112,2019,2491,63.50158406,TLJ
E07000113,2019,3440,151.3285028,TLJ
E07000114,2019,2400,92.30221581,TLJ
E07000115,2019,5349,118.314384,TLJ
E07000116,2019,3942,64.23677994,TLJ
E07000177,2019,5501,221.5533443,TLJ
E07000178,2019,7484,147.4637432,TLJ
E07000179,2019,4781,123.2871317,TLJ
E07000180,2019,4855,133.8428577,TLJ
E07000181,2019,3338,80.87307262,TLJ
E07000207,2019,7584,80.79732319,TLJ
E07000208,2019,1947,22.9840768,TLJ
E07000209,2019,6119,108.8636457,TLJ
E07000210,2019,4714,79.81291458,TLJ
E07000211,2019,6778,95.58048307,TLJ
E07000212,2019,7060,91.65777609,TLJ
E07000213,2019,3646,55.49294958,TLJ
E07000214,2019,4425,70.84011162,TLJ
E07000215,2019,2006,76.94688572,TLJ
E07000216,2019,3640,64.53040732,TLJ
E07000217,2019,3396,66.35063201,TLJ
E07000223,2019,1205,32.37759327,TLJ
E07000224,2019,2651,67.68021352,TLJ
E07000225,2019,3910,110.0235135,TLJ
E07000226,2019,5083,113.7377501,TLJ
E07000227,2019,3787,85.68650537,TLJ
E07000228,2019,3924,88.40120646,TLJ
E07000229,2019,4386,41.71755327,TLJ
E06000022,2019,4945,92.74415024,TLK
E06000023,2019,17683,248.5892195,TLK
E06000024,2019,4676,175.4023419,TLK
E06000025,2019,13399,255.6206587,TLK
E06000026,2019,6532,134.3330076,TLK
E06000027,2019,2229,63.65679953,TLK
E06000030,2019,11510,173.3679211,TLK
E06000052,2019,12740,393.3113763,TLK
E06000053,2019,80,1.824273987,TLK
E06000054,2019,13481,428.0949699,TLK
E06000058,2019,12225,188.7491767,TLK
E06000059,2019,9240,246.312718,TLK
E06000066,2019,13725,469.8197335,TLK
E07000040,2019,3184,85.51624082,TLK
E07000041,2019,6108,86.64408462,TLK
E07000042,2019,1513,84.22176518,TLK
E07000043,2019,2563,79.5546564,TLK
E07000044,2019,2187,76.68404466,TLK
E07000045,2019,2629,90.37579788,TLK
E07000046,2019,1082,39.51799001,TLK
E07000047,2019,838,58.47557989,TLK
E07000078,2019,3954,62.31336754,TLK
E07000079,2019,4376,86.95100732,TLK
E07000080,2019,2406,83.77894091,TLK
E07000081,2019,3596,93.96018291,TLK
E07000082,2019,3054,116.3957574,TLK
E07000083,2019,3441,116.2332603,TLK
W06000001,2019,1258,48.08746415,TLL
W06000002,2019,2743,90.46365326,TLL
W06000003,2019,2077,68.3109277,TLL
W06000004,2019,2124,65.86854639,TLL
W06000005,2019,4968,357.7390137,TLL
W06000006,2019,3753,283.851182,TLL
W06000008,2019,1519,77.52323378,TLL
W06000009,2019,2907,961.9975428,TLL
W06000010,2019,3830,158.7819722,TLL
W06000011,2019,6295,170.2151193,TLL
W06000012,2019,2851,594.6939152,TLL
W06000013,2019,3690,131.9980567,TLL
W06000014,2019,2259,122.3714593,TLL
W06000015,2019,13688,279.6786507,TLL
W06000016,2019,4759,149.3077072,TLL
W06000018,2019,3251,101.4664334,TLL
W06000019,2019,998,51.13814487,TLL
W06000020,2019,1897,70.22209622,TLL
W06000021,2019,2268,101.9146364,TLL
W06000022,2019,4677,202.4562995,TLL
W06000023,2019,2562,121.1511122,TLL
W06000024,2019,1108,45.8090311,TLL
S12000005,2019,1213,101.6342049,TLM
S12000006,2019,3980,231.7021214,TLM
S12000008,2019,2141,94.3552647,TLM
S12000010,2019,2016,137.4589276,TLM
S12000011,2019,1210,35.66936691,TLM
S12000013,2019,610,16.91583992,TLM
S12000014,2019,4511,1231.385102,TLM
S12000017,2019,7083,269.2134092,TLM
S12000018,2019,1272,44.58753499,TLM
S12000019,2019,1826,51.71011542,TLM
S12000020,2019,2482,186.9931124,TLM
S12000021,2019,2506,293.5710098,TLM
S12000023,2019,598,16.31548804,TLM
S12000026,2019,2718,122.4462695,TLM
S12000027,2019,839,20.63946444,TLM
S12000028,2019,2730,112.6001144,TLM
S12000029,2019,7718,234.8004557,TLM
S12000030,2019,2896,192.1478149,TLM
S12000033,2019,11447,203.1818489,TLM
S12000034,2019,7361,228.4356779,TLM
S12000035,2019,2344,70.67716208,TLM
S12000036,2019,29420,397.9022313,TLM
S12000038,2019,4872,137.3492939,TLM
S12000039,2019,2169,53.16041037,TLM
S12000040,2019,5102,198.223874,TLM
S12000041,2019,2324,112.7473825,TLM
S12000042,2019,4059,112.5215586,TLM
S12000045,2019,1617,42.24898166,TLM
S12000047,2019,7945,627.206966,TLM
S12000048,2019,4777,169.6019605,TLM
S12000049,2019,24667,479.5572692,TLM
S12000050,2019,9082,258.2767909,TLM
E06000001,2018,1473,100.8775262,TLC
E06000002,2018,3414,87.14212299,TLC
E06000003,2018,1979,736.3167083,TLC
E06000004,2018,5659,276.0833699,TLC
E06000005,2018,2620,94.91213526,TLC
E06000047,2018,9585,380.9243376,TLC
E06000057,2018,5734,359.461593,TLC
E08000021,2018,9918,222.1080914,TLC
E08000022,2018,4829,128.7637005,TLC
E08000023,2018,2032,62.26059635,TLC
E08000024,2018,7716,206.3484102,TLC
E08000037,2018,4583,177.7034698,TLC
E06000006,2018,4572,185.5907013,TLD
E06000007,2018,8430,248.6348975,TLD
E06000008,2018,3471,114.6712962,TLD
E06000009,2018,3107,76.25948836,TLD
E06000049,2018,15327,437.2098469,TLD
E06000050,2018,12732,1014.651457,TLD
E06000063,2018,6922,554.3142894,TLD
E06000064,2018,6375,393.0523611,TLD
E07000117,2018,2399,62.06275782,TLD
E07000118,2018,2255,95.48289121,TLD
E07000119,2018,2848,63.31288599,TLD
E07000120,2018,1473,61.8687279,TLD
E07000121,2018,3029,123.7259703,TLD
E07000122,2018,1858,59.50284142,TLD
E07000123,2018,5031,114.1139122,TLD
E07000124,2018,1941,133.5694958,TLD
E07000125,2018,1105,56.62169857,TLD
E07000126,2018,3914,94.41028199,TLD
E07000127,2018,2920,135.669129,TLD
E07000128,2018,1931,101.8246546,TLD
E08000001,2018,6695,179.5398041,TLD
E08000002,2018,3773,129.8912988,TLD
E08000003,2018,26232,415.7211915,TLD
E08000004,2018,4476,135.3232886,TLD
E08000005,2018,3993,170.224179,TLD
E08000006,2018,8316,208.6610329,TLD
E08000007,2018,7708,165.6012491,TLD
E08000008,2018,3866,138.1271505,TLD
E08000009,2018,10311,294.7930092,TLD
E08000010,2018,5853,205.8762505,TLD
E08000011,2018,4041,139.7017355,TLD
E08000012,2018,14644,323.2948485,TLD
E08000013,2018,3106,216.2157044,TLD
E08000014,2018,4835,188.5631101,TLD
E08000015,2018,5678,179.9355211,TLD
E06000010,2018,6692,217.6202757,TLE
E06000011,2018,7770,448.0775327,TLE
E06000012,2018,3508,232.975907,TLE
E06000013,2018,5167,1887.093769,TLE
E06000014,2018,7226,130.4547647,TLE
E06000065,2018,16398,818.4885331,TLE
E08000016,2018,4338,228.8235534,TLE
E08000017,2018,6342,351.1677373,TLE
E08000018,2018,5282,266.1135026,TLE
E08000019,2018,13691,402.0886642,TLE
E08000032,2018,10634,354.4759818,TLE
E08000033,2018,6064,173.1674671,TLE
E08000034,2018,8274,317.3950773,TLE
E08000035,2018,29388,657.7047102,TLE
E08000036,2018,8692,383.3461741,TLE
E06000015,2018,7960,198.5199126,TLF
E06000016,2018,9667,258.4026423,TLF
E06000017,2018,931,141.69497,TLF
E06000018,2018,11746,202.8097365,TLF
E06000061,2018,7917,357.9477114,TLF
E06000062,2018,14157,429.6288596,TLF
E07000032,2018,2904,131.0540378,TLF
E07000033,2018,2297,175.4514604,TLF
E07000034,2018,2796,78.56071735,TLF
E07000035,2018,1774,101.1304036,TLF
E07000036,2018,1867,83.30843862,TLF
E07000037,2018,1723,343.4224865,TLF
E07000038,2018,1602,81.43054969,TLF
E07000039,2018,3073,118.1925565,TLF
E07000129,2018,4188,97.18050121,TLF
E07000130,2018,4123,145.7567527,TLF
E07000131,2018,2343,100.5720057,TLF
E07000132,2018,2613,98.8095732,TLF
E07000133,2018,1382,55.41785677,TLF
E07000134,2018,3992,216.2032791,TLF
E07000135,2018,880,23.54085439,TLF
E07000136,2018,1662,54.41996168,TLF
E07000137,2018,2584,122.2611931,TLF
E07000138,2018,3070,67.38988617,TLF
E07000139,2018,2852,99.84583717,TLF
E07000140,2018,2364,95.54198275,TLF
E07000141,2018,3194,151.5044372,TLF
E07000142,2018,1631,88.64098452,TLF
E07000170,2018,3103,102.9767477,TLF
E07000171,2018,2502,143.0387667,TLF
E07000172,2018,2385,102.6019812,TLF
E07000173,2018,1656,63.35388629,TLF
E07000174,2018,1819,57.49241929,TLF
E07000175,2018,2618,185.2738323,TLF
E07000176,2018,3149,116.7760348,TLF
E06000019,2018,4391,200.5914912,TLG
E06000020,2018,5046,160.1192237,TLG
E06000021,2018,6291,249.4298646,TLG
E06000051,2018,7202,297.1354964,TLG
E07000192,2018,2518,62.45211073,TLG
E07000193,2018,4031,143.219541,TLG
E07000194,2018,2630,95.24401778,TLG
E07000195,2018,2537,133.4594942,TLG
E07000196,2018,1992,147.5438008,TLG
E07000197,2018,3676,161.6230875,TLG
E07000198,2018,1741,170.7311871,TLG
E07000199,2018,1879,46.46399794,TLG
E07000218,2018,3346,188.5289498,TLG
E07000219,2018,2409,65.60015472,TLG
E07000220,2018,3197,298.0887966,TLG
E07000221,2018,5581,140.712694,TLG
E07000222,2018,7066,128.8105041,TLG
E07000234,2018,3302,89.14533706,TLG
E07000235,2018,1833,69.80823857,TLG
E07000236,2018,2401,50.01622536,TLG
E07000237,2018,3384,55.84321392,TLG
E07000238,2018,3224,175.7271408,TLG
E07000239,2018,1623,55.60092546,TLG
E08000025,2018,31721,724.4631798,TLG
E08000026,2018,11317,212.770447,TLG
E08000027,2018,5924,170.8639643,TLG
E08000028,2018,7356,261.6975813,TLG
E08000029,2018,10407,208.2409468,TLG
E08000030,2018,5393,184.9438283,TLG
E08000031,2018,5948,152.0567007,TLG
E06000031,2018,7621,161.6696639,TLH
E06000032,2018,5653,104.6477615,TLH
E06000033,2018,3640,68.66381949,TLH
E06000034,2018,4936,227.5085946,TLH
E06000055,2018,4598,174.304517,TLH
E06000056,2018,6834,241.3395372,TLH
E07000008,2018,7055,124.1156884,TLH
E07000009,2018,2063,83.76648441,TLH
E07000010,2018,1953,126.3778151,TLH
E07000011,2018,4915,212.5589025,TLH
E07000012,2018,5815,193.7389565,TLH
E07000066,2018,6487,113.6736411,TLH
E07000067,2018,4316,99.6169867,TLH
E07000068,2018,3641,64.08567946,TLH
E07000069,2018,1139,27.08743388,TLH
E07000070,2018,5578,121.0873526,TLH
E07000071,2018,5181,108.035774,TLH
E07000072,2018,4502,158.973873,TLH
E07000073,2018,2688,67.1267395,TLH
E07000074,2018,1226,45.67274056,TLH
E07000075,2018,1387,32.11963283,TLH
E07000076,2018,2156,87.74912359,TLH
E07000077,2018,2360,132.1649455,TLH
E07000095,2018,2600,50.91074424,TLH
E07000096,2018,4920,92.99648321,TLH
E07000098,2018,4657,103.3866883,TLH
E07000099,2018,3981,93.77811862,TLH
E07000102,2018,5237,91.1422455,TLH
E07000103,2018,5821,57.76171291,TLH
E07000143,2018,2650,122.1023207,TLH
E07000144,2018,3626,116.2853292,TLH
E07000145,2018,1929,46.48938765,TLH
E07000146,2018,3386,170.1550137,TLH
E07000147,2018,1730,77.63457328,TLH
E07000148,2018,4475,94.74988048,TLH
E07000149,2018,3074,111.8311654,TLH
E07000200,2018,1830,90.57705678,TLH
E07000202,2018,4761,60.92929159,TLH
E07000203,2018,2429,110.3601416,TLH
E07000240,2018,4769,131.1430992,TLH
E07000241,2018,4888,103.2151388,TLH
E07000242,2018,4208,98.93738479,TLH
E07000243,2018,2941,74.70383874,TLH
E07000244,2018,5301,187.5255102,TLH
E07000245,2018,6167,283.4655994,TLH
E09000001,2018,85689,276.2539862,TLI
E09000007,2018,39226,315.3719934,TLI
E09000012,2018,8760,114.9583096,TLI
E09000013,2018,11961,152.0579286,TLI
E09000014,2018,4473,103.7601963,TLI
E09000019,2018,21490,163.6683904,TLI
E09000020,2018,11823,190.7891033,TLI
E09000022,2018,14839,158.2155213,TLI
E09000023,2018,4172,87.8501015,TLI
E09000025,2018,7070,250.7530625,TLI
E09000028,2018,22311,242.2990671,TLI
E09000030,2018,43215,349.1396717,TLI
E09000032,2018,8513,131.9289773,TLI
E09000033,2018,79803,612.2856768,TLI
E09000002,2018,3808,84.33825849,TLI
E09000003,2018,9457,163.504263,TLI
E09000004,2018,6653,112.3320061,TLI
E09000005,2018,9423,161.4425088,TLI
E09000006,2018,8775,106.6339472,TLI
E09000008,2018,10328,138.2180779,TLI
E09000009,2018,10236,201.8024058,TLI
E09000010,2018,8360,170.0609032,TLI
E09000011,2018,6108,142.7097471,TLI
E09000015,2018,5717,60.16306332,TLI
E09000016,2018,6318,131.8271213,TLI
E09000017,2018,15006,265.1177989,TLI
E09000018,2018,16477,166.3189684,TLI
E09000021,2018,5645,78.27998962,TLI
E09000024,2018,6086,89.7152656,TLI
E09000026,2018,5472,89.62694421,TLI
E09000027,2018,8575,74.85225549,TLI
E09000029,2018,4623,77.39423384,TLI
E09000031,2018,4649,97.67216359,TLI
E06000035,2018,6260,125.7766003,TLJ
E06000036,2018,5789,72.57503927,TLJ
E06000037,2018,6849,204.5160945,TLJ
E06000038,2018,8828,95.00066079,TLJ
E06000039,2018,8429,164.2352132,TLJ
E06000040,2018,8532,120.5650332,TLJ
E06000041,2018,7686,95.60422381,TLJ
E06000042,2018,15843,242.2776047,TLJ
E06000043,2018,9681,121.2379426,TLJ
E06000044,2018,6561,130.7835623,TLJ
E06000045,2018,10213,135.8094417,TLJ
E06000046,2018,2809,82.61795005,TLJ
E06000060,2018,16868,364.7533548,TLJ
E07000061,2018,2134,44.85977825,TLJ
E07000062,2018,1702,32.09411791,TLJ
E07000063,2018,2102,47.38178986,TLJ
E07000064,2018,1415,79.75599117,TLJ
E07000065,2018,2851,80.02316122,TLJ
E07000084,2018,7213,159.6646524,TLJ
E07000085,2018,2843,76.08164017,TLJ
E07000086,2018,4604,82.10005145,TLJ
E07000087,2018,3236,72.02716259,TLJ
E07000088,2018,1191,30.6334923,TLJ
E07000089,2018,3437,63.50147785,TLJ
E07000090,2018,2807,54.49956072,TLJ
E07000091,2018,4932,1145.434764,TLJ
E07000092,2018,6064,62.85603317,TLJ
E07000093,2018,3720,124.1421432,TLJ
E07000094,2018,5871,128.977114,TLJ
E07000105,2018,3442,103.6477746,TLJ
E07000106,2018,3777,92.7068959,TLJ
E07000107,2018,4332,105.5433432,TLJ
E07000108,2018,2820,82.32489284,TLJ
E07000109,2018,1876,81.62792887,TLJ
E07000110,2018,4710,130.823785,TLJ
E07000111,2018,4419,115.6150851,TLJ
E07000112,2018,2467,66.25025594,TLJ
E07000113,2018,3123,160.049828,TLJ
E07000114,2018,2361,97.26423781,TLJ
E07000115,2018,4917,121.5519058,TLJ
E07000116,2018,3995,65.41759986,TLJ
E07000177,2018,5236,221.5461223,TLJ
E07000178,2018,7064,149.0005856,TLJ
E07000179,2018,4412,123.5490844,TLJ
E07000180,2018,4895,131.4340029,TLJ
E07000181,2018,3183,82.98940355,TLJ
E07000207,2018,7172,84.07923714,TLJ
E07000208,2018,1905,24.47394063,TLJ
E07000209,2018,5802,113.3014304,TLJ
E07000210,2018,4665,84.45001123,TLJ
E07000211,2018,6953,98.72332391,TLJ
E07000212,2018,6827,95.38447854,TLJ
E07000213,2018,3471,60.27224982,TLJ
E07000214,2018,4065,71.80298929,TLJ
E07000215,2018,1951,77.10884978,TLJ
E07000216,2018,3571,66.28294966,TLJ
E07000217,2018,3594,66.63558585,TLJ
E07000223,2018,1202,32.97812598,TLJ
E07000224,2018,2664,70.51429518,TLJ
E07000225,2018,3819,111.1892923,TLJ
E07000226,2018,5064,113.5432213,TLJ
E07000227,2018,3790,92.73655343,TLJ
E07000228,2018,3751,89.85251228,TLJ
E07000229,2018,4209,44.59758227,TLJ
E06000022,2018,4726,97.19220926,TLK
E06000023,2018,17234,254.5035532,TLK
E06000024,2018,4591,180.6719501,TLK
E06000025,2018,13000,265.9048181,TLK
E06000026,2018,6471,135.9450819,TLK
E06000027,2018,2178,63.54160655,TLK
E06000030,2018,11434,177.9806405,TLK
E06000052,2018,12611,400.7309787,TLK
E06000053,2018,87,1.81010994,TLK
E06000054,2018,13298,430.9415154,TLK
E06000058,2018,11996,191.8728821,TLK
E06000059,2018,9091,252.5576852,TLK
E06000066,2018,13657,481.9010124,TLK
E07000040,2018,3002,88.19292796,TLK
E07000041,2018,5961,90.13635132,TLK
E07000042,2018,1505,84.30721513,TLK
E07000043,2018,2532,83.60321655,TLK
E07000044,2018,2184,82.20742835,TLK
E07000045,2018,2602,98.57758693,TLK
E07000046,2018,1070,40.79116498,TLK
E07000047,2018,859,57.57652356,TLK
E07000078,2018,3830,64.80657731,TLK
E07000079,2018,4347,88.226691,TLK
E07000080,2018,1993,87.15358725,TLK
E07000081,2018,3575,83.07739135,TLK
E07000082,2018,3000,117.7266674,TLK
E07000083,2018,3306,119.156941,TLK
W06000001,2018,1229,47.99167329,TLL
W06000002,2018,2717,93.57175864,TLL
W06000003,2018,2072,68.2300111,TLL
W06000004,2018,2128,66.63358288,TLL
W06000005,2018,4847,366.1957001,TLL
W06000006,2018,3655,291.0773657,TLL
W06000008,2018,1542,80.82491813,TLL
W06000009,2018,2922,972.8272163,TLL
W06000010,2018,3711,165.7854329,TLL
W06000011,2018,6260,169.8384579,TLL
W06000012,2018,2772,555.6309356,TLL
W06000013,2018,3496,136.6502838,TLL
W06000014,2018,2218,123.0799063,TLL
W06000015,2018,13339,284.9710702,TLL
W06000016,2018,4749,155.7948666,TLL
W06000018,2018,3180,101.9947635,TLL
W06000019,2018,1008,47.3227496,TLL
W06000020,2018,1796,71.27472306,TLL
W06000021,2018,2244,99.90783233,TLL
W06000022,2018,4686,217.0392354,TLL
W06000023,2018,2591,122.4791785,TLL
W06000024,2018,1102,47.22920516,TLL
S12000005,2018,1195,103.0786511,TLM
S12000006,2018,3878,233.3644297,TLM
S12000008,2018,2193,98.73606177,TLM
S12000010,2018,1979,138.58272,TLM
S12000011,2018,1229,36.87669691,TLM
S12000013,2018,574,17.02182562,TLM
S12000014,2018,4474,1399.365892,TLM
S12000017,2018,7019,279.2849948,TLM
S12000018,2018,1338,45.57288794,TLM
S12000019,2018,1789,54.10677947,TLM
S12000020,2018,2474,185.4530758,TLM
S12000021,2018,2445,278.2615212,TLM
S12000023,2018,576,16.20763088,TLM
S12000026,2018,2699,127.534606,TLM
S12000027,2018,809,20.19871252,TLM
S12000028,2018,2764,105.3968939,TLM
S12000029,2018,7747,243.586134,TLM
S12000030,2018,2754,198.935269,TLM
S12000033,2018,11235,200.689667,TLM
S12000034,2018,7594,229.2201483,TLM
S12000035,2018,2283,73.14806373,TLM
S12000036,2018,28910,408.7556933,TLM
S12000038,2018,4804,140.0798048,TLM
S12000039,2018,2134,49.15370904,TLM
S12000040,2018,5035,168.0221859,TLM
S12000041,2018,2191,113.223524,TLM
S12000042,2018,3960,121.998452,TLM
S12000045,2018,1604,44.7050648,TLM
S12000047,2018,7857,675.2294775,TLM
S12000048,2018,4744,173.7889885,TLM
S12000049,2018,23876,487.7701341,TLM
S12000050,2018,8906,271.5508471,TLM
E06000001,2017,1544,102.232999,TLC
E06000002,2017,3251,80.50049959,TLC
E06000003,2017,1915,720.9742647,TLC
E06000004,2017,5670,277.1692068,TLC
E06000005,2017,2564,99.29725804,TLC
E06000047,2017,9251,374.7782847,TLC
E06000057,2017,5790,360.3560255,TLC
E08000021,2017,9942,215.3412173,TLC
E08000022,2017,4617,127.6748142,TLC
E08000023,2017,2081,59.89360197,TLC
E08000024,2017,7875,209.513218,TLC
E08000037,2017,4655,175.7905455,TLC
E06000006,2017,4341,188.7384754,TLD
E06000007,2017,8472,250.7730758,TLD
E06000008,2017,3494,117.8189362,TLD
E06000009,2017,3073,71.30712406,TLD
E06000049,2017,15113,438.0646021,TLD
E06000050,2017,12582,1158.490411,TLD
E06000063,2017,6973,547.494283,TLD
E06000064,2017,6314,390.051205,TLD
E07000117,2017,2290,59.70015352,TLD
E07000118,2017,2223,94.66493351,TLD
E07000119,2017,3153,59.67644564,TLD
E07000120,2017,1637,55.48504587,TLD
E07000121,2017,3076,120.3030571,TLD
E07000122,2017,1748,61.18214244,TLD
E07000123,2017,5086,110.3751506,TLD
E07000124,2017,1990,128.2373616,TLD
E07000125,2017,1150,56.98578132,TLD
E07000126,2017,4069,100.0415725,TLD
E07000127,2017,2913,123.0057018,TLD
E07000128,2017,1898,102.2178501,TLD
E08000001,2017,6437,177.1365925,TLD
E08000002,2017,3743,124.3216307,TLD
E08000003,2017,25585,407.9147829,TLD
E08000004,2017,4517,115.7764126,TLD
E08000005,2017,3866,162.0464417,TLD
